Temperature (C),Humidity,Pressure (millibars)
-4.95,0.81,1042.91
-5,0.82,1043.01
-5.066666667,0.82,1042.97
-6.038888889,0.88,1042.91
-5.533333333,0.82,1042.8
-6.077777778,0.85,1042.57
-6.088888889,0.84,1042.41
-6.088888889,0.85,1042.21
-7.188888889,0.9,1032.35
-7.244444444,0.92,1031.49
-7.244444444,0.92,1030.62
-7.244444444,0.93,1029.88
-7.244444444,0.96,1028.73
-7.222222222,0.96,1028.52
-7.222222222,0.96,1028.3
-7.222222222,0.96,1028
-7.2,0.96,1028.02
-7.122222222,0.96,1027.86
-7.177777778,0.96,1027.45
-6.088888889,0.92,1027.15
-6.038888889,0.92,1026.56
-6.044444444,0.92,1025.77
-6.044444444,0.92,1025.95
-5.5,0.93,1026.2
-4.977777778,0.84,1026.03
-4.977777778,0.85,1026.03
-4.994444444,0.85,1026.28
-4.955555556,0.85,1026.05
-4.933333333,0.85,1026.14
-4.844444444,0.85,1026.29
-4.422222222,0.84,1026.28
5.422222222,0.96,1010.47
6.744444444,0.96,1001.45
5.377777778,0.93,1011.63
4.816666667,0.96,1011.42
4.966666667,0.96,1011.56
4.883333333,0.93,1011.19
4.927777778,0.93,1010.94
6,0.94,1010.86
6.016666667,0.93,1010.69
6.088888889,0.93,1010.11
6.177777778,0.94,1010.04
6.061111111,0.99,1008.95
7.127777778,0.93,1007.49
7.255555556,0.93,1006.34
7.127777778,0.93,1004.52
7.127777778,0.93,1003.44
7.222222222,0.94,1003.4
7.127777778,0.93,1002.06
7.127777778,0.93,1001.1
7.205555556,0.94,1001.09
7.127777778,0.93,1000.39
6.6,0.96,999.86
7.183333333,0.94,999.41
7.155555556,0.93,998.77
7.155555556,0.96,998.86
11.30555556,0.71,1004.6
6.577777778,0.96,1000.69
6.555555556,0.93,1001.59
6.022222222,0.93,1002.78
4.933333333,0.93,1003.22
3.933333333,0.89,1003.9
5.083333333,0.87,1004.7
7.066666667,0.8,1005.33
7.688888889,0.77,1005.82
8.838888889,0.72,1006.13
9.983333333,0.66,1005.74
10.97777778,0.62,1005.76
10.88888889,0.66,1006.03
10.99444444,0.67,1005.86
9.95,0.77,1006.05
10.01111111,0.77,1006.21
10.94444444,0.72,1006.45
10.97222222,0.72,1006.35
11.01666667,0.72,1006.2
11.03888889,0.72,1005.65
11.57777778,0.67,1005.28
11.12777778,0.69,1005.54
11.57777778,0.67,1005.19
11.57777778,0.67,1005.38
6.511111111,0.88,1009.93
12.08333333,0.65,1005.71
12.10555556,0.65,1006.29
11.03333333,0.72,1006.81
8.938888889,0.89,1007.92
8.888888889,0.89,1008.51
8.938888889,0.89,1008.87
8.866666667,0.89,1008.86
8.866666667,0.89,1009.01
8.916666667,0.89,1009.43
8.961111111,0.89,1009.59
9.072222222,0.88,1009.46
9.977777778,0.85,1009.21
11.10555556,0.77,1008.97
10.01666667,0.83,1008.71
8.811111111,0.89,1009.33
7.244444444,0.93,1009.36
7.2,0.93,1009.76
7.288888889,0.93,1009.95
7.127777778,0.93,1009.89
7.155555556,0.89,1010.2
6.655555556,0.93,1010.46
5.972222222,0.93,1010.37
5.422222222,0.93,1010.48
3.183333333,0.87,1018.3
4.838888889,0.89,1011.2
4.377777778,0.89,1011.4
4.511111111,0.89,1011.51
3.794444444,0.9,1012
3.794444444,0.89,1012.4
3.05,0.89,1012.83
3.772222222,0.83,1013.33
3.866666667,0.83,1014.2
5.077777778,0.83,1014.73
7.177777778,0.74,1014.63
7.733333333,0.72,1014.71
7.316666667,0.75,1015.04
7.2,0.71,1015.39
7.2,0.71,1015.98
6.144444444,0.76,1016.68
5,0.82,1016.91
3.938888889,0.82,1017.58
3.955555556,0.83,1017.88
3.866666667,0.82,1018.2
3.333333333,0.85,1018.51
3.311111111,0.83,1019.04
3.283333333,0.82,1019.41
3.288888889,0.83,1019.81
-0.3,0.91,1023.2
2.777777778,0.85,1020.13
3.288888889,0.82,1020.43
3.261111111,0.83,1020.57
2.777777778,0.82,1021.19
2.266666667,0.85,1021.7
2.333333333,0.85,1022.23
2.2,0.8,1022.61
2.777777778,0.82,1022.9
4.866666667,0.75,1024.18
5.072222222,0.7,1023.38
6.161111111,0.65,1023.17
6.188888889,0.64,1023.21
6.161111111,0.64,1022.95
5.094444444,0.69,1022.96
4.933333333,0.69,1023.23
3.861111111,0.7,1023.48
2.333333333,0.79,1023.96
0.6,0.84,1024.4
0.227777778,0.85,1024.53
-0.327777778,0.91,1024.35
-0.227777778,0.88,1024.52
-0.905555556,0.91,1024.23
-0.972222222,0.92,1024.22
-0.505555556,0.87,1022.23
-1.733333333,0.96,1023.85
-1.155555556,0.92,1023.95
-1.488888889,0.89,1024.29
-2.777777778,0.92,1024.04
-2.75,0.92,1024.32
-2.466666667,0.92,1024.41
-2.238888889,0.96,1024.82
0.027777778,0.86,1024.8
2.261111111,0.86,1025.06
3.983333333,0.82,1024.5
6.111111111,0.7,1023.98
6.083333333,0.7,1023.37
6.205555556,0.7,1022.78
5.138888889,0.7,1022.47
3.094444444,0.75,1022.55
1.205555556,0.85,1022.47
1.088888889,0.85,1022.48
1.133333333,0.85,1022.56
0.994444444,0.85,1022.39
0.483333333,0.85,1022.47
0.461111111,0.87,1022.3
-0.05,0.85,1022.27
0.65,0.85,1023.18
-0.85,0.89,1022.69
-1.944444444,0.88,1022.66
-2.994444444,0.92,1022.02
-2.383333333,0.92,1020.95
-2.527777778,0.96,1020.73
-4.033333333,0.92,1020.65
-2.927777778,0.93,1021.15
-2.366666667,0.96,1021.1
-1.094444444,0.92,1020.68
2.327777778,0.92,1020.06
6.016666667,0.76,1019.32
7.733333333,0.68,1018.7
8.688888889,0.64,1017.88
8.794444444,0.66,1017.08
8.861111111,0.66,1016.47
8.961111111,0.66,1016.2
7.222222222,0.73,1016.09
7.105555556,0.74,1016.08
6.133333333,0.77,1015.96
6.061111111,0.77,1015.87
5.555555556,0.76,1015.77
6.494444444,0.75,1015.59
6.016666667,0.74,1015.26
-2.066666667,0.92,1036.99
0.111111111,0.77,1038.05
-0.127777778,0.79,1038.05
-0.744444444,0.84,1038.05
-1.111111111,0.88,0
-0.05,0.85,1035.8
0.022222222,0.85,1035.71
0.144444444,0.86,1035.63
0.072222222,0.85,1035.81
0.116666667,0.85,1035.9
1.361111111,0.78,1035.97
2.433333333,0.78,1036.15
2.866666667,0.81,1035.94
3.022222222,0.81,1035.69
3.066666667,0.75,1035.5
2.488888889,0.78,1035.89
2.383333333,0.79,1036.02
0.177777778,0.85,1036.15
2.15,0.8,1036.75
1.944444444,0.75,1036.97
1.427777778,0.79,1037.27
0.694444444,0.8,1037.52
-0.366666667,0.83,1037.87
-1.494444444,0.85,1038.24
-2.427777778,0.86,1038.55
-2.916666667,0.87,1038.74
-0.361111111,0.73,1038.19
-0.794444444,0.79,1038.08
-0.727777778,0.8,1038.08
-0.238888889,0.76,1038.17
-0.188888889,0.76,1038.17
-0.194444444,0.76,1038.39
-1.138888889,0.81,1038.65
0.944444444,0.66,1038.87
1.916666667,0.61,1039
2.1,0.61,1039.16
3.744444444,0.54,1038.59
4.472222222,0.55,1038.39
3.933333333,0.52,1037.78
3.888888889,0.53,1037.55
2.805555556,0.58,1037.6
2.172222222,0.65,1037.46
2.122222222,0.65,1038.07
0.183333333,0.75,1038.31
-1.238888889,0.76,1038.57
-1.766666667,0.82,1038.77
-1.927777778,0.83,1038.8
-2.877777778,0.88,1038.57
-2.944444444,0.86,1038.86
-4.1,0.84,1038.89
-3.544444444,0.92,1039.14
-3.477777778,0.92,1039.15
-2.522222222,0.87,1039.23
-3.85,0.85,1039.05
-3.827777778,0.85,1039.33
-4.355555556,0.82,1039.57
-2.25,0.82,1039.94
-0.144444444,0.71,1040.06
0.972222222,0.7,1039.99
2.216666667,0.55,1040.25
2.8,0.57,1039.84
3.705555556,0.49,1039.39
3.838888889,0.49,1038.85
3.911111111,0.52,1038.66
3.833333333,0.52,1038.61
2.1,0.55,1038.48
-0.072222222,0.7,1038.76
-1.983333333,0.75,1038.81
-2.894444444,0.79,1038.87
-2.938888889,0.79,1038.87
-4.261111111,0.82,1039.08
-4.072222222,0.82,1038.97
-3.538888889,0.82,1038.89
-4.727777778,0.83,1034.22
-4.7,0.82,1038.59
-5.25,0.85,1038.29
-5.038888889,0.85,1038.19
-6.294444444,0.92,1038.17
-6.288888889,0.88,1038.08
-6.055555556,0.89,1038.27
-3,0.79,1038.36
-0.205555556,0.76,1037.96
2.094444444,0.65,1037.67
3.838888889,0.53,0
4.95,0.49,0
5.866666667,0.46,1035.7
6.111111111,0.45,0
6.111111111,0.45,0
5.05,0.48,1033.99
2.25,0.55,0
0,0.64,0
-0.727777778,0.7,1034.19
-1.1,0.69,1033.85
-2.7,0.72,1033.66
-2.583333333,0.77,1033.55
-3.372222222,0.79,1033.27
-3.977777778,0.82,1033.26
0.322222222,0.8,1030.65
-5.477777778,0.88,1032.78
-5.366666667,0.82,1032.48
-3.794444444,0.93,1032.15
-2.705555556,0.92,1031.78
-2.15,0.88,1031.88
-1.305555556,0.9,1032.08
-1.133333333,0.88,1032.39
-0.044444444,0.82,1032.3
-0.072222222,0.86,1032.74
1.116666667,0.78,1033
2.2,0.72,1032.69
3.527777778,0.65,1032.59
3.866666667,0.63,1031.7
3.861111111,0.63,1031.59
3.861111111,0.63,1031.72
2.777777778,0.68,1031.56
2.711111111,0.68,1031.85
2.272222222,0.73,1032.01
2.2,0.7,1031.66
1.666666667,0.73,1031.65
0.716666667,0.79,1031.54
1.183333333,0.78,1031.14
1.161111111,0.78,1030.64
-5.377777778,0.84,1033.42
1.111111111,0.78,1029.44
1.061111111,0.78,1028.85
1.044444444,0.8,1028.58
1.011111111,0.76,1028.07
-0.1,0.76,1027.86
-0.955555556,0.82,1027.58
-0.05,0.76,1027.57
1.033333333,0.7,1027.29
2.277777778,0.68,1027.48
3.361111111,0.62,1027.68
0,0.76,1028.02
0.366666667,0.74,1029.3
1.061111111,0.65,1029.28
1.061111111,0.55,1029.39
1.111111111,0.56,1029.34
0,0.59,1029.89
0,0.58,1030.79
-1.072222222,0.63,1031.71
-2.172222222,0.66,1032.49
-2.172222222,0.64,1032.97
-2.727777778,0.78,1033.77
-4.416666667,0.83,1033.87
-6.011111111,0.83,1033.96
-6.827777778,0.64,1043.69
-5,0.77,1033.65
-5.527777778,0.77,1033.35
-5.561111111,0.79,1033.07
-6.161111111,0.81,1032.97
-6.161111111,0.81,1032.76
-5.144444444,0.76,1032.59
-3.888888889,0.74,1032.66
-2.222222222,0.69,1032.85
-2.188888889,0.61,1033.03
-1.111111111,0.51,1033.06
-1.288888889,0.52,1033.4
-3.411111111,0.8,1033.43
-3.761111111,0.79,1034.98
-2.25,0.46,1035.23
-2.727777778,0.51,1036.09
-3.838888889,0.77,1037.14
-3.938888889,0.67,1038.55
-4.944444444,0.65,1039.69
-5.05,0.54,1041.25
-5.633333333,0.57,1042.63
-6.25,0.58,1043.78
-6.816666667,0.56,1044.6
-7.4,0.59,1045.3
-5.405555556,0.56,1037.04
-9.522222222,0.67,1045.78
-10,0.67,1045.4
-10.41111111,0.64,1045.32
-11.11111111,0.66,1045.68
-11.11111111,0.66,1045.59
-11.02777778,0.67,1045.9
-8.838888889,0.61,1046.38
-6.061111111,0.54,1046.26
-4.005555556,0.47,1045.93
-2.75,0.42,1046.06
-2.25,0.4,1045.25
-1.227777778,0.32,1044.31
-1.111111111,0,1043.04
-1.111111111,0.24,1042.45
-1.072222222,0.25,1041.9
-2.222222222,0.31,1041.31
-3.838888889,0.38,1040.82
-5.666666667,0.49,1040.42
-6.011111111,0.53,1039.9
-6.011111111,0.51,1039.01
-5.35,0.51,1038.63
-5.461111111,0.56,1037.88
-4.927777778,0.49,1036.79
0.666666667,0.55,1027.23
-4.4,0.53,1034.4
-4.327777778,0.53,1033.27
-4.294444444,0.54,1031.78
-3.772222222,0.49,1030.9
-3.794444444,0.52,1030.32
-2.861111111,0.5,1030.03
-2.288888889,0.5,1029.92
-0.972222222,0.43,1029.23
2.044444444,0.35,1028.85
3.838888889,0.3,1027.89
4.95,0.27,1027.46
4.988888889,0.28,1026.71
2.955555556,0.5,1026.44
3,0.55,1026.23
2.938888889,0.48,1026.26
2.422222222,0.47,1025.93
1.361111111,0.52,1026.12
1.383333333,0.59,1026.4
1.333333333,0.57,1026.13
0.683333333,0.6,1025.76
0.983333333,0.62,1025.88
1.627777778,0.52,1025.66
1.772222222,0.49,1025.56
-0.85,0.82,1026.82
2.355555556,0.54,1024.76
2.333333333,0.59,1024.55
2.916666667,0.61,1023.92
2.794444444,0.67,1023.78
2.822222222,0.67,1023.85
4.522222222,0.62,1024.12
4.972222222,0.61,1024.38
7.15,0.55,1024.56
8.65,0.49,1024.46
8.861111111,0.5,1024.58
8.955555556,0.49,1024.84
9.072222222,0.49,1024.75
10.15555556,0.46,1024.44
10.08888889,0.46,1024.23
9.2,0.49,1024.36
7.377777778,0.55,1024.35
6.2,0.6,1024.95
2.833333333,0.69,1025.55
2.294444444,0.72,1025.76
1.716666667,0.75,1026.27
0.661111111,0.83,1026.65
-0.616666667,0.85,1026.77
4.4,0.82,1015.25
4.455555556,0.8,1023.18
4.844444444,0.76,1014.48
4.905555556,0.76,1014.06
5.405555556,0.78,1013.73
4.927777778,0.76,1013.46
6.038888889,0.71,1013.34
5.972222222,0.72,1013.63
5.05,0.76,1013.68
7.244444444,0.65,1014.06
7.872222222,0.68,1014.7
8.072222222,0.67,1014.96
10.13888889,0.6,1014.86
11.05,0.61,1014.74
11.08333333,0.62,1014.82
11.01666667,0.62,1015.24
9.1,0.77,1016.08
7.677777778,0.83,1016.5
7.5,0.84,1017.94
6.211111111,0.86,1019.23
4.927777778,0.86,1020.51
4.927777778,0.86,1021.62
4.538888889,0.86,1022.75
4.422222222,0.82,1023.68
-1.544444444,0.85,1027.14
-1.138888889,0.76,1026.85
-2.288888889,0.85,1027.06
-2.894444444,0.89,1026.86
-3.15,0.89,1026.91
-2.988888889,0.85,1026.94
-3.033333333,0.92,1026.76
-3.877777778,0.93,1026.94
-0.177777778,0.86,1027.44
2.777777778,0.77,1027.53
6.938888889,0.62,1027.66
7.844444444,0.62,1027.44
11.01666667,0.46,1026.93
11.15,0.45,1026.31
12.24444444,0.4,1025.51
12.70555556,0.31,1024.74
11.11666667,0.36,1024.74
8.955555556,0.4,1024.73
5.061111111,0.49,1025.24
3.15,0.61,1025.65
2.711111111,0.61,1025.64
2.594444444,0.6,1025.84
1.683333333,0.66,1026.39
0.416666667,0.67,1026.44
-0.094444444,0.7,1026.61
-0.055555556,0.87,1026.68
-0.911111111,0.72,1026.59
-0.45,0.73,1026.3
0.755555556,0.74,1026.34
1.172222222,0.75,1026.31
-0.005555556,0.82,1026.62
1.027777778,0.76,1026.94
3.705555556,0.71,1027.32
7.061111111,0.56,1027.33
10.50555556,0.46,1027.28
10.99444444,0.44,1027.24
12.21666667,0.4,1027.14
12.71666667,0.39,1026.94
13.83333333,0.36,1026.15
13.81111111,0.34,1025.85
12.86111111,0.41,1025.89
10.01111111,0.5,1026.15
7.188888889,0.55,1026.66
6.083333333,0.65,1027.13
3.794444444,0.7,1027.65
3.75,0.73,1027.97
0.466666667,0.85,1028.61
0.194444444,0.82,1028.75
0.655555556,0.85,1028.72
1.772222222,0.77,1028.38
-0.777777778,0.81,1028.4
0.238888889,0.82,1028.02
0,0.82,1027.75
1.35,0.77,1027.82
1.372222222,0.78,1027.81
1.544444444,0.85,1028.11
3.061111111,0.81,1028.32
6.227777778,0.69,1028.6
9.538888889,0.6,1028.55
13.79444444,0.37,1028.22
14.90555556,0.34,1027.83
14.93888889,0.34,1027.42
15.04444444,0.39,1026.34
16.08333333,0.33,1025.64
14.93333333,0.33,1025.2
12.84444444,0.38,1025.25
10.13888889,0.5,1025.74
8.266666667,0.58,1026.15
7.433333333,0.59,1026.21
6.788888889,0.64,1025.83
7.233333333,0.62,1025.73
5.566666667,0.67,1025.33
4.5,0.7,1025.04
3.827777778,0.79,1028.47
5.027777778,0.73,1024.62
4.477777778,0.73,1024.04
5.705555556,0.7,1023.53
3.016666667,0.75,1023.43
4.988888889,0.76,1023.48
5.3,0.8,1024.25
7.338888889,0.73,1025.23
7.411111111,0.78,1025.63
8.883333333,0.82,1025.69
14.82222222,0.55,1025.27
14.99444444,0.44,1025.17
15.22222222,0.43,1024.93
15.08888889,0.42,1024.67
15.03888889,0.42,1024.48
14.25555556,0.41,1024.87
12.83888889,0.49,1025.37
10.17777778,0.57,1026.17
9.138888889,0.62,1026.76
7.472222222,0.64,1027.29
6.427777778,0.67,1028.05
6.183333333,0.74,1028.51
5.3,0.75,1028.84
4.611111111,0.78,1028.96
5.177777778,0.69,1025.9
3.366666667,0.82,1028.98
2.833333333,0.84,1028.89
3.022222222,0.82,1029.06
2.7,0.82,1029.28
2.233333333,0.79,1029.55
1.522222222,0.85,1030.01
5.911111111,0.76,1030.04
8.838888889,0.66,1030.25
12.07222222,0.51,1030.37
13.86111111,0.37,1029.84
14.99444444,0.33,1029.61
16.08333333,0.33,1029.03
17.19444444,0.31,1028.1
17.26666667,0.31,1027.5
16.16111111,0.36,1027.43
14,0.39,1026.98
11.25,0.5,1026.89
10.27777778,0.5,1027.01
8.933333333,0.54,1026.79
8.838888889,0.54,1026.59
8.177777778,0.55,1026.23
7.15,0.59,1025.52
6.016666667,0.63,1025.41
5.316666667,0.72,1023.08
3.794444444,0.74,1024.61
3.794444444,0.71,1023.74
3.277777778,0.75,1023.32
2.2,0.79,1022.99
2.172222222,0.79,1022.8
2.116666667,0.81,1022.81
4.861111111,0.71,1022.5
7.822222222,0.63,1021.92
12.8,0.51,1021.81
16.96111111,0.38,1021.16
17.67777778,0.35,1020.68
17.82777778,0.33,1020.25
18.86111111,0.33,1019.89
18.86111111,0.34,1019.69
18.02777778,0.36,1020.03
14.11111111,0.44,1020.27
10.36666667,0.53,1020.98
9.516666667,0.57,1021.53
7.994444444,0.62,1021.77
8.922222222,0.58,1022.08
7.838888889,0.65,1022.42
6.172222222,0.68,1022.6
6.561111111,0.66,1022.57
6.716666667,0.66,1016.8
4.938888889,0.76,1022.49
4.194444444,0.77,1022.3
3.877777778,0.81,1022.48
2.616666667,0.83,1022.57
1.016666667,0.92,1022.29
2.177777778,0.92,1022.37
5.911111111,0.8,1022.64
7.916666667,0.71,1022.62
12.50555556,0.57,1022.33
16.13333333,0.48,1021.8
18.77222222,0.37,1020.82
19.66666667,0.35,1019.75
19.95,0.32,1018.61
19.95,0.32,1017.92
17.85,0.36,1017.54
15.11111111,0.43,1016.92
13.83333333,0.45,1016.82
9.366666667,0.61,1016.96
9.133333333,0.57,1016.82
8,0.62,1016.71
8.1,0.65,1016.62
6.638888889,0.68,1016.32
5.994444444,0.7,1015.84
5.638888889,0.66,1019.58
5.8,0.72,1015.34
6.772222222,0.69,1015.13
7.022222222,0.71,1014.8
6.333333333,0.64,1014.51
7.355555556,0.6,1014.24
7.744444444,0.65,1014.86
12.52222222,0.52,1014.94
13.65555556,0.46,1015.13
13.86111111,0.46,1015.32
15.02222222,0.44,1015.13
16.10555556,0.41,1014.95
17.11111111,0.39,1014.59
17.26666667,0.38,1014.17
17.21666667,0.38,1014.34
16.26111111,0.43,1014.55
14.00555556,0.51,1014.86
12.85,0.55,1015.37
12.35555556,0.57,1016.25
12.10555556,0.57,1016.61
12.05555556,0.63,1017.71
11.08888889,0.54,1018.55
8.838888889,0.58,1019.31
6.777777778,0.59,1019.87
2.877777778,0.77,1024.66
5.638888889,0.6,1020.5
6.155555556,0.56,1020.62
5.305555556,0.61,1021.49
2.977777778,0.7,1021.98
4.044444444,0.69,1022.58
4.344444444,0.63,1023.57
7.177777778,0.55,1024.38
8.861111111,0.54,1025.18
10.87222222,0.41,1025.66
12.17222222,0.31,1025.36
12.75555556,0.31,1024.97
12.80555556,0.31,1024.32
13.79444444,0.31,1023.88
12.8,0.34,1023.95
12.29444444,0.37,1023.95
9.027777778,0.46,1023.86
6.272222222,0.55,1024.26
7.272222222,0.53,1024.91
5.05,0.65,1025.25
3.944444444,0.7,1025.53
2.583333333,0.73,1025.78
2.55,0.76,1025.63
2.038888889,0.79,1025.35
7.694444444,0.72,1014.88
-0.483333333,0.85,1025.34
-1.155555556,0.88,1024.94
-0.361111111,0.88,1024.82
0.022222222,0.85,1024.61
1.105555556,0.85,1024.7
2.727777778,0.77,1024.51
5.905555556,0.66,1024.32
8.75,0.55,1023.73
11.94444444,0.44,1023.42
12.77777778,0.39,1022.7
14.95,0.39,1021.59
15.88333333,0.4,1020.31
16.06111111,0.39,1018.82
16.06111111,0.39,1017.73
15.01666667,0.42,1017.12
13.95555556,0.45,1016.83
12.84444444,0.51,1016.64
12.32222222,0.53,1016.75
11.06111111,0.57,1016.12
10.02777778,0.63,1015.91
9.755555556,0.66,1015.52
10.13888889,0.63,1014.4
4.422222222,0.82,1024.3
3.044444444,0.83,1026.39
3.838888889,0.79,1025.79
3.311111111,0.82,1026.28
3.377777778,0.8,1026.73
2.777777778,0.82,1027.19
2.244444444,0.79,1027.69
1.405555556,0.84,1028.3
1.155555556,0.85,1029.17
2.8,0.82,1029.86
4.822222222,0.77,1030.11
6.022222222,0.7,1030.17
6.111111111,0.7,1029.86
7.094444444,0.65,1029.51
7.244444444,0.65,1029.13
7.822222222,0.63,1028.74
7.35,0.69,1028.55
4.927777778,0.77,1028.26
3.838888889,0.77,1028.54
3.911111111,0.82,1028.51
2.7,0.83,1028.45
2.144444444,0.85,1028.14
0.927777778,0.89,1028.01
2.15,0.89,1027.45
3.122222222,0.8,1026.99
4.433333333,0.81,1020.97
2.127777778,0.83,1026.24
2.15,0.85,1025.44
1.772222222,0.9,1024.91
2.155555556,0.85,1024.53
2.155555556,0.85,1024.12
3.105555556,0.89,1023.99
4.794444444,0.87,1023.81
5.95,0.8,1023.33
7.688888889,0.78,1023.07
9.905555556,0.72,1022.42
11.01666667,0.62,1021.7
10.28333333,0.66,1020.91
11.20555556,0.61,1020.48
11.17777778,0.61,1020.07
10.23333333,0.66,1019.85
8.927777778,0.71,1019.58
8.838888889,0.72,1019.69
8.727777778,0.73,1019.5
7.733333333,0.72,1019.39
7.777777778,0.72,1019.28
7.144444444,0.75,1019.37
7.127777778,0.74,1019.58
6.6,0.74,1019.4
0.083333333,0.92,1024.81
4.466666667,0.82,1019.51
3.866666667,0.83,1019.62
3.838888889,0.87,1019.59
4.822222222,0.83,1019.65
3.75,0.83,1019.76
3.838888889,0.84,1020.39
3.822222222,0.89,1021.05
6.044444444,0.8,1021.35
7.688888889,0.77,1021.43
8.816666667,0.72,1021.76
10.86111111,0.67,1021.5
10.96666667,0.66,1021.24
12.03888889,0.58,1021.08
12.08333333,0.62,1021.4
11.01666667,0.62,1021.68
8.816666667,0.72,1022.32
7.655555556,0.77,1023.12
7.572222222,0.78,1023.82
5.966666667,0.8,1023.92
4.35,0.86,1024.41
4.083333333,0.86,1024.91
1.622222222,0.92,1024.99
1.477777778,0.92,1025.4
5.6,0.93,1024.35
-0.577777778,0.96,1026.27
-1.083333333,0.96,1026.17
-1.155555556,0.96,1026.01
-1.083333333,0.92,1025.96
-2.105555556,1,1026.06
-0.966666667,0.93,1026.71
-1.061111111,1,1027.15
1.044444444,0.92,1027.4
2.527777778,0.97,1027.02
3.916666667,0.92,1026.6
5.255555556,0.93,1025.71
6.972222222,0.9,1025.29
8.122222222,0.87,1024.16
9.138888889,0.76,1023.63
8.311111111,0.81,1023.79
7.888888889,0.83,1023.73
7.288888889,0.86,1024.06
6.4,0.87,1024.28
6.183333333,0.93,1024.41
6.161111111,0.89,1024.26
7.15,0.88,1024
7.266666667,0.89,1025
7.244444444,0.92,1023.97
3.5,0.77,1032.03
5.65,0.92,1024.2
5.6,0.93,1024.09
5.783333333,0.87,1024.25
6.038888889,0.8,1024.38
3.027777778,0.88,1024.67
2.9,0.91,1025.14
6.083333333,0.79,1025.4
7.2,0.79,1025.74
7.672222222,0.82,1026.19
7.733333333,0.76,1026.56
7.661111111,0.76,1026.59
7.155555556,0.78,1027.01
6.038888889,0.79,1027.5
5.994444444,0.8,1028.09
5.061111111,0.86,1028.84
4.972222222,0.82,1029.57
4.994444444,0.81,1030.36
4.961111111,0.76,1030.96
4.972222222,0.7,1031.47
4.95,0.7,1031.97
4.433333333,0.7,1032.46
3.722222222,0.7,1032.67
3.261111111,0.7,1033.27
3.072222222,0.77,1036.84
2.15,0.72,1034.07
2.15,0.7,1034.18
2.127777778,0.71,1034.21
1.038888889,0.75,1034.66
0.016666667,0.82,1034.97
1.066666667,0.76,1035.34
1.038888889,0.76,1035.96
1.277777778,0.75,1036.34
4.916666667,0.66,1036.42
5.138888889,0.69,1036.66
6.205555556,0.64,1036.54
6.311111111,0.68,1036.12
7.288888889,0.64,1035.9
7.311111111,0.6,1035.91
6.3,0.64,1036.27
6.083333333,0.69,1036.6
5.944444444,0.7,1037.1
5.894444444,0.66,1037.29
5.9,0.65,1037.22
4.883333333,0.73,1037.31
4.894444444,0.73,1037.34
4.305555556,0.73,1037.32
3.722222222,0.73,1037.51
-1.083333333,0.9,1036.94
2.583333333,0.77,1037.52
2.611111111,0.77,1037.61
2.144444444,0.8,1037.52
2.055555556,0.8,1037.7
0.988888889,0.85,1037.71
1.133333333,0.8,1037.89
1.111111111,0.78,1038.21
2.316666667,0.78,1038.2
2.983333333,0.76,1038.18
4.05,0.75,1038
6.227777778,0.64,1037.57
7.25,0.65,0
7.333333333,0.64,1036.67
7.333333333,0.7,1036.66
5.483333333,0.74,1036.79
3.95,0.81,1036.85
2.288888889,0.84,1036.98
0.555555556,0.91,1037.29
-0.9,0.91,1037.46
-0.433333333,0.95,1037.38
0.75,0.95,1037.25
-0.511111111,0.96,1036.99
-5.577777778,0.92,1026.68
-5.544444444,0.9,1026.13
-5.577777778,0.88,1025.99
-5.577777778,0.88,1025.88
-5.583333333,0.9,1025.25
-6.161111111,0.92,1024.7
-6.161111111,0.89,1024.12
-6.038888889,0.89,1024.33
-6.161111111,0.92,1024.3
-6.111111111,0.92,1024.33
-4.161111111,0.82,1024.52
-5.05,0.84,1024.4
-4.977777778,0.84,1024.2
-4.8,0.91,1023.88
-4.977777778,0.84,1023.52
-5,0.84,1023.62
-4.955555556,0.86,1023.72
-6.133333333,0.92,1024.02
-5.138888889,0.85,1024.02
-6.105555556,0.89,1024.23
-6.222222222,0.85,1024.52
-6.638888889,0.88,1024.42
-6.083333333,0.86,1024.34
-6.644444444,0.88,1024.3
-2.222222222,1,1027.75
-2.211111111,0.96,1028.15
-2.733333333,0.92,1027.82
-2.222222222,0.96,1027.26
-2.144444444,0.96,1026.97
-1.227777778,0.92,1026.75
-1.272222222,0.92,1026.9
-2.116666667,0.99,1026.84
-2.827777778,1,1027.68
-1.25,0.92,1028.07
-0.172222222,0.93,1028.4
-0.161111111,0.92,1028.29
-0.161111111,1,1027.9
0.055555556,0.98,1027.9
0.877777778,1,1027.69
0.877777778,0.92,1027.68
0.005555556,0.92,1028.04
-2.222222222,1,1028.37
-2.244444444,1,1028.57
-1.033333333,0.93,1028.92
-2.266666667,1,1028.67
-1.783333333,0.96,1028.46
-2.172222222,0.99,1028.34
-2.333333333,1,1028.66
-2.333333333,1,1028.47
1.4,0.79,1022.58
-2.355555556,0.96,1028.26
-2.355555556,0.92,1027.87
-3.594444444,0.92,1027.77
-4.905555556,0.92,1027.25
-3.883333333,0.85,1027.24
-4.677777778,0.92,1027.13
-3.911111111,0.92,1027.05
-1.322222222,0.92,1026.85
-0.211111111,0.92,1026.78
1.877777778,0.8,1026.35
2.5,0.83,1025.3
2.577777778,0.83,1025.16
2.566666667,0.83,1024.62
2.588888889,0.83,1024.05
2.666666667,0.83,1023.9
2.616666667,0.83,1023.19
